name,description,clean_text,tags,views,comments
"Susan Blackmore: Memes and ""temes""","Susan Blackmore studies memes: ideas that replicate themselves from brain to brain like a virus. She makes a bold new argument: Humanity has spawned a new kind of meme, the teme, which spreads itself via technology -- and invents ways to keep itself alive","['susan', 'blackmore', 'study', 'meme', 'idea', 'replicate', 'brain', 'brain', 'like', 'virus', 'make', 'bold', 'new', 'argument', 'humanity', 'spawn', 'new', 'kind', 'meme', 'teme', 'spread', 'technology', 'invent', 'way', 'alive']","['brain', 'culture', 'design', 'evolution', 'meme', 'technology']",735638,358
"Nathan Myhrvold: Archeology, animal photography, BBQ ...","Nathan Myhrvold talks about a few of his latest fascinations -- animal photography, archeology, BBQ and generally being an eccentric genius multimillionaire. Listen for wild stories from the (somewhat raunchy) edge of the animal world.","['nathan', 'myhrvold', 'talk', 'late', 'fascination', 'animal', 'photography', 'archeology', 'bbq', 'generally', 'eccentric', 'genius', 'multimillionaire', 'listen', 'wild', 'story', 'somewhat', 'raunchy', 'edge', 'animal', 'world']","['TED Brain Trust', 'animals', 'archaeology', 'dinosaurs', 'entertainment', 'exploration', 'fish', 'humor', 'photography']",437132,57
"Rokia Traore: ""Kounandi""","Singer-songwriter Rokia Traore performs ""Kounandi,"" a breathtaking song that blends Malian instruments with a modern, heartfelt vocal. Note: This song is not available for download.","['singer', 'songwriter', 'rokia', 'traore', 'perform', 'kounandi', 'breathtaking', 'song', 'blend', 'malian', 'instrument', 'modern', 'heartfelt', 'vocal', 'note', 'song', 'available', 'download']","['Africa', 'guitar', 'live music', 'music', 'singer']",82488,43
Wade Davis: The worldwide web of belief and ritual,"Anthropologist Wade Davis muses on the worldwide web of belief and ritual that makes us human. He shares breathtaking photos and stories of the Elder Brothers, a group of Sierra Nevada indians whose spiritual practice holds the world in balance.","['anthropologist', 'wade', 'davis', 'muse', 'worldwide', 'web', 'belief', 'ritual', 'make', 'human', 'share', 'breathtake', 'photo', 'story', 'elder', 'brothers', 'group', 'sierra', 'nevada', 'indians', 'spiritual', 'practice', 'hold', 'world', 'balance']","['anthropology', 'beauty', 'culture', 'faith', 'global issues', 'photography', 'religion']",984223,174
Murray Gell-Mann: The ancestor of language,"After speaking at TED2007 on elegance in physics, the amazing Murray Gell-Mann gives a quick overview of another passionate interest: finding the common ancestry of our modern languages.","['speak', 'ted2007', 'elegance', 'physics', 'amazing', 'murray', 'gell', 'mann', 'give', 'quick', 'overview', 'passionate', 'interest', 'find', 'common', 'ancestry', 'modern', 'language']","['culture', 'global issues', 'history', 'language', 'physics']",785293,76
George Dyson: The birth of the computer,Historian George Dyson tells stories from the birth of the modern computer -- from its 17th-century origins to the hilarious notebooks of some early computer engineers.,"['historian', 'george', 'dyson', 'tell', 'story', 'birth', 'modern', 'computer', '17th', 'century', 'origin', 'hilarious', 'notebook', 'early', 'computer', 'engineer']","['computers', 'engineering', 'history', 'library', 'military', 'science', 'software', 'technology']",838799,85
Chris Jordan: Turning powerful stats into art,Artist Chris Jordan shows us an arresting view of what Western culture looks like. His supersized images picture some almost unimaginable statistics -- like the astonishing number of paper cups we use every single day.,"['artist', 'chris', 'jordan', 'show', 'arresting', 'view', 'western', 'culture', 'look', 'like', 'supersized', 'image', 'picture', 'unimaginable', 'statistic', 'like', 'astonishing', 'number', 'paper', 'cup', 'use', 'single', 'day']","['art', 'beauty', 'business', 'culture', 'photography', 'plastic', 'statistics']",1520108,218
Dean Ornish: Your genes are not your fate,"Dean Ornish shares new research that shows how adopting healthy lifestyle habits can affect a person at a genetic level. For instance, he says, when you live healthier, eat better, exercise, and love more, your brain cells actually increase.","['dean', 'ornish', 'share', 'new', 'research', 'show', 'adopt', 'healthy', 'lifestyle', 'habit', 'affect', 'person', 'genetic', 'level', 'instance', 'say', 'live', 'healthy', 'eat', 'well', 'exercise', 'love', 'brain', 'cell', 'actually', 'increase']","['aging', 'genetics', 'health', 'health care', 'medicine', 'science']",1384333,102
Robert Full: Robots inspired by cockroach ingenuity,"Insects and animals have evolved some amazing skills -- but, as Robert Full notes, many animals are actually over-engineered. The trick is to copy only what's necessary. He shows how human engineers can learn from animals' tricks.","['insect', 'animal', 'evolve', 'amazing', 'skill', 'robert', 'note', 'animal', 'actually', 'engineer', 'trick', 'copy', 'necessary', 'show', 'human', 'engineer', 'learn', 'animal', 'trick']","['animals', 'design', 'evolution', 'robots', 'science', 'technology', 'transportation']",799797,83
Adam Grosser: A mobile fridge for vaccines,"Adam Grosser talks about a project to build a refrigerator that works without electricity -- to bring the vital tool to villages and clinics worldwide. Tweaking some old technology, he's come up with a system that works.","['adam', 'grosser', 'talk', 'project', 'build', 'refrigerator', 'work', 'electricity', 'bring', 'vital', 'tool', 'village', 'clinic', 'worldwide', 'tweak', 'old', 'technology', 'come', 'system', 'work']","['Vaccines', 'design', 'food', 'global issues', 'invention', 'medicine', 'technology']",857181,131
Steven Levitt: Surprising stats about child carseats,"Steven Levitt shares data that shows car seats are no more effective than seatbelts in protecting kids from dying in cars. However, during the question and answer session, he makes one crucial caveat.","['steven', 'levitt', 'share', 'datum', 'show', 'car', 'seat', 'effective', 'seatbelt', 'protect', 'kid', 'die', 'car', 'question', 'answer', 'session', 'make', 'crucial', 'caveat']","['business', 'cars', 'culture', 'economics', 'parenting', 'statistics', 'transportation']",749952,119
Benjamin Zander: The transformative power of classical music,"Benjamin Zander has two infectious passions: classical music, and helping us all realize our untapped love for it -- and by extension, our untapped love for all new possibilities, new experiences, new connections.","['benjamin', 'zander', 'infectious', 'passion', 'classical', 'music', 'help', 'realize', 'untapped', 'love', 'extension', 'untapped', 'love', 'new', 'possibility', 'new', 'experience', 'new', 'connection']","['conducting', 'creativity', 'culture', 'entertainment', 'live music', 'music', 'performance']",9315483,638
"Nicholas Negroponte: One Laptop per Child, two years on","Nicholas Negroponte talks about how One Laptop per Child is doing, two years in. Speaking at the EG conference while the first XO laptops roll off the production line, he recaps the controversies and recommits to the goals of this far-reaching project.","['nicholas', 'negroponte', 'talk', 'laptop', 'child', 'year', 'speak', 'eg', 'conference', 'xo', 'laptop', 'roll', 'production', 'line', 'recap', 'controversy', 'recommit', 'goal', 'far', 'reach', 'project']","['activism', 'computers', 'design', 'technology']",398643,43
"Nellie McKay: ""Clonie""","Singer-songwriter Nellie McKay performs the semi-serious song ""Clonie"" -- about creating the ultimate companion.","['singer', 'songwriter', 'nellie', 'mckay', 'perform', 'semi', 'song', 'clonie', 'create', 'ultimate', 'companion']","['culture', 'entertainment', 'genetics', 'live music', 'piano', 'science', 'singer']",680591,42
"Sxip Shirey + Rachelle Garniez: A performance with breath, music, passion","Composer Sxip Shirey makes music from the simple, dramatic act of breathing -- alone and together. Open your ears to a passionate 3 minutes. ","['composer', 'sxip', 'shirey', 'make', 'music', 'simple', 'dramatic', 'act', 'breathing', 'open', 'ear', 'passionate', '3', 'minute']","['entertainment', 'live music', 'music']",217663,50
Peter Diamandis: Stephen Hawking's zero g flight,X Prize founder Peter Diamandis talks about how he helped Stephen Hawking fulfill his dream of going to space -- by flying together into the upper atmosphere and experiencing weightlessness at zero g.,"['x', 'prize', 'founder', 'peter', 'diamandis', 'talk', 'help', 'stephen', 'hawking', 'fulfill', 'dream', 'go', 'space', 'fly', 'upper', 'atmosphere', 'experience', 'weightlessness', 'zero', 'g.']","['business', 'flight', 'science', 'space', 'technology', 'universe']",497899,38
Rick Smolan: The story of a girl,"Photographer Rick Smolan tells the unforgettable story of a young Amerasian girl, a fateful photograph, and an adoption saga with a twist.","['photographer', 'rick', 'smolan', 'tell', 'unforgettable', 'story', 'young', 'amerasian', 'girl', 'fateful', 'photograph', 'adoption', 'saga', 'twist']","['art', 'children', 'family', 'global issues', 'media', 'photography', 'storytelling']",1123955,197
"Raul Midon: ""Peace on Earth""","Guitarist and singer Raul Midon plays ""Everybody"" and ""Peace on Earth"" during his 2007 set at TED.","['guitarist', 'singer', 'raul', 'midon', 'play', 'everybody', 'peace', 'earth', '2007', 'set', 'ted']","['entertainment', 'guitar', 'live music', 'music', 'peace', 'performance', 'singer', 'storytelling']",327542,49
Corneille Ewango: A hero of the Congo forest,"Botanist Corneille Ewango talks about his work at the Okapi Faunal Reserve in the Congo Basin -- and his heroic work protecting it from poachers, miners and raging civil wars.","['botanist', 'corneille', 'ewango', 'talk', 'work', 'okapi', 'faunal', 'reserve', 'congo', 'basin', 'heroic', 'work', 'protect', 'poacher', 'miner', 'rag', 'civil', 'war']","['Africa', 'activism', 'animals', 'biodiversity', 'ecology', 'trees', 'war']",368974,41
Torsten Reil: Animate characters by evolving them,"Torsten Reil talks about how the study of biology can help make natural-looking animated people -- by building a human from the inside out, with bones, muscles and a nervous system. He spoke at TED in 2003; see his work now in GTA4.","['torsten', 'reil', 'talk', 'study', 'biology', 'help', 'natural', 'looking', 'animate', 'people', 'build', 'human', 'inside', 'bone', 'muscle', 'nervous', 'system', 'speak', 'ted', '2003', 'work', 'gta4']","['animals', 'animation', 'biomechanics', 'demo', 'design', 'entertainment', 'gaming', 'technology', 'virtual reality']",325148,43
David Hoffman: What happens when you lose everything,"Nine days before TED2008, filmmaker David Hoffman lost almost everything he owned in a fire that destroyed his home, office and 30 years of passionate collecting. He looks back at a life that's been wiped clean in an instant -- and looks forward.","['day', 'ted2008', 'filmmaker', 'david', 'hoffman', 'lose', 'own', 'fire', 'destroy', 'home', 'office', '30', 'year', 'passionate', 'collecting', 'look', 'life', 'wipe', 'clean', 'instant', 'look', 'forward']","['culture', 'film', 'library', 'movies', 'personal growth', 'storytelling']",920941,166
Clay Shirky: Institutions vs. collaboration,"In this prescient 2005 talk, Clay Shirky shows how closed groups and companies will give way to looser networks where small contributors have big roles and fluid cooperation replaces rigid planning.","['prescient', '2005', 'talk', 'clay', 'shirky', 'show', 'closed', 'group', 'company', 'way', 'loose', 'network', 'small', 'contributor', 'big', 'role', 'fluid', 'cooperation', 'replace', 'rigid', 'planning']","['business', 'cognitive science', 'collaboration', 'culture', 'social change', 'society', 'technology']",1097533,64
"Nellie McKay: ""Mother of Pearl,"" ""If I Had You""","The wonderful Nellie McKay sings ""Mother of Pearl"" (with the immortal first line ""Feminists don't have a sense of humor"") and ""If I Had You"" from her sparkling set at TED2008.","['wonderful', 'nellie', 'mckay', 'sing', 'mother', 'pearl', 'immortal', 'line', 'feminist', 'sense', 'humor', 'sparkling', 'set', 'ted2008']","['entertainment', 'humor', 'live music', 'love', 'music', 'performance', 'piano', 'women']",1013879,59
Freeman Dyson: Let's look for life in the outer solar system,"Physicist Freeman Dyson suggests that we start looking for life on the moons of Jupiter and out past Neptune, in the Kuiper belt and the Oort cloud. He talks about what such life would be like -- and how we might find it.","['physicist', 'freeman', 'dyson', 'suggest', 'start', 'look', 'life', 'moon', 'jupiter', 'past', 'neptune', 'kuiper', 'belt', 'oort', 'cloud', 'talk', 'life', 'like', 'find']","['Planets', 'astrobiology', 'astronomy', 'biotech', 'exploration', 'extraterrestrial life', 'physics', 'science', 'technology', 'universe']",895199,87
